TicketID,Status,Created_At,Region_Cluster,Item_Code,Type_Of_Tickets
NHC-NUP-571729,opened,2024-02-27 09:38,Asir Health Affairs,545021307,Expediting - NUPCO Care
NHC-NUP-571718,opened,2024-02-27 09:25,Al Ahsa Health Cluster,550010030,Out of stock
NHC-NUP-571618,opened,2024-02-27 09:15,Al Ahsa Health Cluster,790010705,Out of stock
NHC-NUP-571615,opened,2024-02-27 08:59,Asir Health Affairs,545021248,Expediting - NUPCO Care
NHC-NUP-571611,opened,2024-02-27 08:50,Al-Jouf Health Affairs,547034250,Expediting - NUPCO Care
NHC-NUP-571609,opened,2024-02-27 08:50,Asir Health Affairs,544101790,Expediting - NUPCO Care
NHC-NUP-571608,opened,2024-02-27 08:47,Asir Health Affairs,544101735,Expediting - NUPCO Care
NHC-NUP-571607,opened,2024-02-27 08:44,Asir Health Affairs,544094623,Expediting - NUPCO Care
NHC-NUP-571605,opened,2024-02-27 08:36,Asir Health Affairs,544094617,Expediting - NUPCO Care
NHC-NUP-571603,opened,2024-02-27 08:27,Asir Health Affairs,543034240,Expediting - NUPCO Care
NHC-NUP-571602,opened,2024-02-27 08:24,Asir Health Affairs,543024201,Expediting - NUPCO Care
NHC-NUP-571601,opened,2024-02-27 08:06,Asir Health Affairs,541064518,Expediting - NUPCO Care
NHC-NUP-571550,opened,2024-02-26 15:17,Al-Jouf Health Affairs,551081500,Expediting - NUPCO Care
NHC-NUP-571542,opened,2024-02-26 15:01,Al Ahsa Health Cluster,550010004,Out of stock
NHC-NUP-571541,opened,2024-02-26 14:59,KSMC,126500139,Expediting - NUPCO Care
NHC-NUP-571537,opened,2024-02-26 14:51,KSMC,126500121,Expediting - NUPCO Care
NHC-NUP-571536,opened,2024-02-26 14:50,Jeddah First Health Cluster,549021275,Expediting - NUPCO Care
NHC-NUP-571534,opened,2024-02-26 14:47,Jeddah First Health Cluster,547011002,Expediting - NUPCO Care
NHC-NUP-571533,opened,2024-02-26 14:45,KSMC,126500119,Expediting - NUPCO Care
NHC-NUP-571529,reopened,2024-02-26 14:40,Jeddah First Health Cluster,545051793,Expediting - NUPCO Care
NHC-NUP-571528,opened,2024-02-26 14:38,Jeddah First Health Cluster,545051792,Expediting - NUPCO Care
NHC-NUP-571505,opened,2024-02-26 14:36,Jeddah First Health Cluster,545051817,Expediting - NUPCO Care
NHC-NUP-571501,opened,2024-02-26 14:35,KSMC,126200405,Expediting - NUPCO Care
NHC-NUP-571500,opened,2024-02-26 14:34,Jeddah First Health Cluster,545051818,Expediting - NUPCO Care
NHC-NUP-571499,opened,2024-02-26 14:32,Jeddah First Health Cluster,545051790,Expediting - NUPCO Care
NHC-NUP-571495,opened,2024-02-26 14:25,KSMC,126200165,Expediting - NUPCO Care
NHC-NUP-571494,opened,2024-02-26 14:20,KSMC,126200157,Expediting - NUPCO Care
NHC-NUP-571490,opened,2024-02-26 14:06,Asir Health Affairs,550013209,Expediting - NUPCO Care
NHC-NUP-571489,opened,2024-02-26 14:04,KSMC,126200121,Expediting - NUPCO Care
NHC-NUP-571487,opened,2024-02-26 14:01,Asir Health Affairs,545023267,Expediting - NUPCO Care
NHC-NUP-571484,opened,2024-02-26 13:56,Asir Health Affairs,549066412,Expediting - NUPCO Care
NHC-NUP-571483,opened,2024-02-26 13:48,KSMC,126200057,Expediting - NUPCO Care
NHC-NUP-571480,opened,2024-02-26 13:38,KSMC,126200012,Expediting - NUPCO Care
NHC-NUP-571477,opened,2024-02-26 13:24,KSMC,126100151,Expediting - NUPCO Care
NHC-NUP-571476,opened,2024-02-26 13:19,KSMC,126100145,Expediting - NUPCO Care
NHC-NUP-571475,opened,2024-02-26 12:50,Qunfotha Health Affairs,545031400,Expediting - NUPCO Care
NHC-NUP-571474,opened,2024-02-26 12:43,KSMC,126100141,Expediting - NUPCO Care
NHC-NUP-571470,opened,2024-02-26 12:31,Asir Health Affairs,550064739,Expediting - NUPCO Care
NHC-NUP-571468,opened,2024-02-26 12:16,KSMC,126100139,Expediting - NUPCO Care
NHC-NUP-571467,opened,2024-02-26 12:14,Asir Health Affairs,550063791,Expediting - NUPCO Care
NHC-NUP-571465,opened,2024-02-26 12:12,Asir Health Affairs,545051794,Expediting - NUPCO Care
NHC-NUP-571464,opened,2024-02-26 12:09,Asir Health Affairs,545021307,Expediting - NUPCO Care
NHC-NUP-571434,opened,2024-02-26 11:58,Asir Health Affairs,550063721,Expediting - NUPCO Care
NHC-NUP-571430,opened,2024-02-26 11:57,KSMC,126100115,Expediting - NUPCO Care
NHC-NUP-571425,opened,2024-02-26 11:52,Asir Health Affairs,545021248,Expediting - NUPCO Care
NHC-NUP-571290,opened,2024-02-26 11:47,KSMC,126100113,Expediting - NUPCO Care
NHC-NUP-571238,opened,2024-02-26 11:39,Asir Health Affairs,124310302,Expediting - NUPCO Care
NHC-NUP-571236,opened,2024-02-26 11:37,Asir Health Affairs,124310339,Expediting - NUPCO Care
NHC-NUP-571235,opened,2024-02-26 11:36,Al-Jouf Health Affairs,545021105,Out of stock
NHC-NUP-571234,opened,2024-02-26 11:33,Madinah Health Cluster,128230368,Expediting - NUPCO Care
NHC-NUP-571232,opened,2024-02-26 11:32,Madinah Health Cluster,128230282,Expediting - NUPCO Care
NHC-NUP-571220,opened,2024-02-26 11:10,Madinah Health Cluster,133060958,Expediting - NUPCO Care
NHC-NUP-571218,opened,2024-02-26 11:07,Madinah Health Cluster,191012355,Expediting - NUPCO Care
NHC-NUP-571216,opened,2024-02-26 11:06,Asir Health Affairs,541024125,Expediting - NUPCO Care
NHC-NUP-571193,reopened,2024-02-26 10:36,Asir Health Affairs,547051420,Expediting - NUPCO Care
NHC-NUP-571191,reopened,2024-02-26 10:31,Asir Health Affairs,547051420,Expediting - NUPCO Care
NHC-NUP-571181,reopened,2024-02-26 10:24,Asir Health Affairs,551111592,Expediting - NUPCO Care
NHC-NUP-571177,opened,2024-02-26 10:20,Asir Health Affairs,551104571,Expediting - NUPCO Care
NHC-NUP-571175,opened,2024-02-26 10:16,Asir Health Affairs,551081514,Expediting - NUPCO Care
NHC-NUP-571172,reopened,2024-02-26 10:08,Asir Health Affairs,551081514,Expediting - NUPCO Care
NHC-NUP-571169,opened,2024-02-26 10:04,Asir Health Affairs,551031210,Expediting - NUPCO Care
NHC-NUP-571167,opened,2024-02-26 10:01,Asir Health Affairs,551031150,Expediting - NUPCO Care
NHC-NUP-571166,opened,2024-02-26 10:00,Asir Health Affairs,550011360,Expediting - NUPCO Care
NHC-NUP-571157,opened,2024-02-26 09:54,Asir Health Affairs,548011154,Expediting - NUPCO Care
NHC-NUP-571155,opened,2024-02-26 09:51,Asir Health Affairs,547061648,Expediting - NUPCO Care
NHC-NUP-571154,opened,2024-02-26 09:49,Asir Health Affairs,547061640,Expediting - NUPCO Care
NHC-NUP-571153,opened,2024-02-26 09:48,Asir Health Affairs,547061607,Expediting - NUPCO Care
NHC-NUP-571149,opened,2024-02-26 09:45,Asir Health Affairs,547033269,Expediting - NUPCO Care
NHC-NUP-571148,reopened,2024-02-26 09:44,Asir Health Affairs,547014053,Expediting - NUPCO Care
NHC-NUP-571144,opened,2024-02-26 09:38,Asir Health Affairs,546021135,Expediting - NUPCO Care
NHC-NUP-571143,opened,2024-02-26 09:34,Asir Health Affairs,545051814,Expediting - NUPCO Care
NHC-NUP-571142,opened,2024-02-26 09:32,Asir Health Affairs,545051813,Expediting - NUPCO Care
NHC-NUP-571141,opened,2024-02-26 09:32,Asir Health Affairs,540014248,Expediting - NUPCO Care
NHC-NUP-571139,opened,2024-02-26 09:28,Asir Health Affairs,545051792,Expediting - NUPCO Care
NHC-NUP-571138,opened,2024-02-26 09:25,Asir Health Affairs,540014255,Expediting - NUPCO Care
NHC-NUP-571137,reopened,2024-02-26 09:24,Asir Health Affairs,545051783,Expediting - NUPCO Care
NHC-NUP-571136,opened,2024-02-26 09:22,Asir Health Affairs,540041730,Expediting - NUPCO Care
NHC-NUP-571135,opened,2024-02-26 09:19,Asir Health Affairs,540051770,Expediting - NUPCO Care
NHC-NUP-571134,opened,2024-02-26 09:17,Asir Health Affairs,540011381,Expediting - NUPCO Care
NHC-NUP-571133,reopened,2024-02-26 09:13,Asir Health Affairs,544121907,Expediting - NUPCO Care
NHC-NUP-571132,opened,2024-02-26 09:10,Asir Health Affairs,544121906,Expediting - NUPCO Care
NHC-NUP-571131,opened,2024-02-26 09:09,Asir Health Affairs,544121904,Expediting - NUPCO Care
NHC-NUP-571130,opened,2024-02-26 09:08,Asir Health Affairs,540014199,Expediting - NUPCO Care
NHC-NUP-571129,opened,2024-02-26 09:07,Asir Health Affairs,544101765,Expediting - NUPCO Care
NHC-NUP-571126,opened,2024-02-26 09:04,Asir Health Affairs,544101745,Expediting - NUPCO Care
NHC-NUP-571125,opened,2024-02-26 09:02,Asir Health Affairs,544101725,Expediting - NUPCO Care
NHC-NUP-571124,reopened,2024-02-26 08:55,Tabuk Health Cluster,785020045,Out of stock
NHC-NUP-571122,opened,2024-02-26 08:51,Asir Health Affairs,551111593,Expediting - NUPCO Care
NHC-NUP-571121,opened,2024-02-26 08:50,Asir Health Affairs,540014260,Expediting - NUPCO Care
NHC-NUP-571119,opened,2024-02-26 08:45,Asir Health Affairs,551031244,Expediting - NUPCO Care
NHC-NUP-571117,opened,2024-02-26 08:41,Asir Health Affairs,540014370,Expediting - NUPCO Care
NHC-NUP-571116,opened,2024-02-26 08:37,Asir Health Affairs,540014371,Expediting - NUPCO Care
NHC-NUP-571113,opened,2024-02-26 08:29,Asir Health Affairs,540021479,Expediting - NUPCO Care
NHC-NUP-571112,opened,2024-02-26 08:24,Asir Health Affairs,540022417,Expediting - NUPCO Care
NHC-NUP-571111,opened,2024-02-26 08:21,Asir Health Affairs,540024508,Expediting - NUPCO Care
NHC-NUP-571003,opened,2024-02-25 17:00,Riyadh Second Health Cluster,266600393,Out of stock
NHC-NUP-571001,opened,2024-02-25 17:00,Riyadh First Health Cluster,266600399,Out of stock
NHC-NUP-570996,opened,2024-02-25 16:59,Riyadh Second Health Cluster,266600399,Out of stock
NHC-NUP-570991,opened,2024-02-25 16:59,Riyadh First Health Cluster,266600405,Out of stock
NHC-NUP-570987,opened,2024-02-25 16:59,Najran Health Affairs,266600037,Out of stock
NHC-NUP-570969,opened,2024-02-25 16:57,Riyadh First Health Cluster,266600365,Out of stock
NHC-NUP-570965,opened,2024-02-25 16:57,Riyadh First Health Cluster,266600397,Out of stock
NHC-NUP-570962,opened,2024-02-25 16:57,Riyadh Second Health Cluster,266600397,Out of stock
NHC-NUP-570961,opened,2024-02-25 16:57,Najran Health Affairs,266600003,Out of stock
NHC-NUP-570958,opened,2024-02-25 16:56,Hail Health Cluster,266600391,Out of stock
NHC-NUP-570955,opened,2024-02-25 16:56,Taif Health Cluster,266600375,Out of stock
NHC-NUP-570947,opened,2024-02-25 16:55,Riyadh Second Health Cluster,226690622,Out of stock
NHC-NUP-570946,opened,2024-02-25 16:55,Tabuk Health Cluster,266600017,Out of stock
NHC-NUP-570941,opened,2024-02-25 16:55,Tabuk Health Cluster,266600025,Out of stock
NHC-NUP-570940,opened,2024-02-25 16:55,Tabuk Health Cluster,266600029,Out of stock
NHC-NUP-570929,opened,2024-02-25 16:54,Eastern Health Cluster,266600003,Out of stock
NHC-NUP-570928,opened,2024-02-25 16:54,Asir Health Affairs,266600011,Out of stock
NHC-NUP-570925,opened,2024-02-25 16:54,Northern Borders Health Cluster,266600027,Out of stock
NHC-NUP-570923,opened,2024-02-25 16:53,Tabuk Health Cluster,266600019,Out of stock
NHC-NUP-570922,opened,2024-02-25 16:53,Al Ahsa Health Cluster,266600011,Out of stock
NHC-NUP-570921,opened,2024-02-25 16:53,Najran Health Affairs,266600027,Out of stock
NHC-NUP-570919,opened,2024-02-25 16:53,Najran Health Cluster,266600003,Out of stock
NHC-NUP-570917,reopened,2024-02-25 16:53,Najran Health Affairs,266600007,Out of stock
NHC-NUP-570916,opened,2024-02-25 16:53,Makkah Health Cluster,266600005,Out of stock
NHC-NUP-570915,reopened,2024-02-25 16:53,Hafer AlBatin Health Affairs,266600007,Out of stock
NHC-NUP-570911,opened,2024-02-25 16:52,Al-Jouf Health Affairs,266600003,Out of stock
NHC-NUP-570905,opened,2024-02-25 16:52,Tabuk Health Cluster,226730456,Out of stock
NHC-NUP-570899,opened,2024-02-25 16:52,Najran Health Affairs,266600001,Out of stock
NHC-NUP-570894,opened,2024-02-25 16:51,Asir Health Affairs,226690636,Out of stock
NHC-NUP-570890,opened,2024-02-25 16:51,Jazan Health Affairs,266600007,Out of stock
NHC-NUP-570889,opened,2024-02-25 16:51,Tabuk Health Cluster,266600001,Out of stock
NHC-NUP-570886,opened,2024-02-25 16:50,Makkah Health Cluster,266600001,Out of stock
NHC-NUP-570881,opened,2024-02-25 16:50,Tabuk Health Cluster,226730460,Out of stock
NHC-NUP-570877,opened,2024-02-25 16:50,Jazan Health Affairs,226750408,Out of stock
NHC-NUP-570875,opened,2024-02-25 16:50,Asir Health Affairs,266600001,Out of stock
NHC-NUP-570872,opened,2024-02-25 16:49,Al Ahsa Health Cluster,226750269,Out of stock
NHC-NUP-570870,opened,2024-02-25 16:49,Riyadh Second Health Cluster,266600001,Out of stock
NHC-NUP-570869,opened,2024-02-25 16:49,Hafer AlBatin Health Affairs,226730438,Out of stock
NHC-NUP-570865,opened,2024-02-25 16:49,Taif Health Cluster,226730432,Out of stock
NHC-NUP-570860,reopened,2024-02-25 16:48,Hafer AlBatin Health Affairs,226730126,Out of stock
NHC-NUP-570858,opened,2024-02-25 16:48,Tabuk Health Cluster,226730454,Out of stock
NHC-NUP-570850,opened,2024-02-25 16:48,KSMC,226710060,Out of stock
NHC-NUP-570848,opened,2024-02-25 16:47,Tabuk Health Cluster,226730432,Out of stock
NHC-NUP-570846,opened,2024-02-25 16:47,Hafer AlBatin Health Affairs,226730434,Out of stock
NHC-NUP-570838,opened,2024-02-25 16:47,Hafer AlBatin Health Affairs,226720529,Out of stock
NHC-NUP-570835,opened,2024-02-25 16:46,Asir Health Affairs,226730432,Out of stock
NHC-NUP-570827,opened,2024-02-25 16:46,Taif Health Cluster,226730425,Out of stock
NHC-NUP-570826,reopened,2024-02-25 16:46,Taif Health Cluster,226730126,Out of stock
NHC-NUP-570824,opened,2024-02-25 16:45,Tabuk Health Cluster,226720529,Out of stock
NHC-NUP-570822,opened,2024-02-25 16:45,Hafer AlBatin Health Affairs,226730425,Out of stock
NHC-NUP-570821,opened,2024-02-25 16:45,Tabuk Health Cluster,226730047,Out of stock
NHC-NUP-570817,opened,2024-02-25 16:45,Al-Jouf Health Affairs,226730126,Out of stock
NHC-NUP-570810,opened,2024-02-25 16:44,Tabuk Health Cluster,226730124,Out of stock
NHC-NUP-570809,reopened,2024-02-25 16:44,Hafer AlBatin Health Affairs,226710023,Out of stock
NHC-NUP-570804,opened,2024-02-25 16:44,Tabuk Health Cluster,226710048,Out of stock
NHC-NUP-570797,opened,2024-02-25 16:43,PMAH,226710044,Out of stock
NHC-NUP-570787,opened,2024-02-25 16:42,Hafer AlBatin Health Affairs,226710014,Out of stock
NHC-NUP-570780,opened,2024-02-25 16:42,Hafer AlBatin Health Affairs,226710012,Out of stock
NHC-NUP-570775,opened,2024-02-25 16:42,Asir Health Affairs,226710010,Out of stock
NHC-NUP-570772,opened,2024-02-25 16:41,Hafer AlBatin Health Affairs,226710006,Out of stock
NHC-NUP-570745,opened,2024-02-25 16:39,Northern Borders Health Cluster,226690792,Out of stock
NHC-NUP-570744,opened,2024-02-25 16:39,Riyadh Second Health Cluster,226710005,Out of stock
NHC-NUP-570735,opened,2024-02-25 16:38,Northern Borders Health Cluster,226700204,Out of stock
NHC-NUP-570734,opened,2024-02-25 16:38,Asir Health Affairs,226700202,Out of stock
NHC-NUP-570729,opened,2024-02-25 16:38,Tabuk Health Cluster,226690792,Out of stock
NHC-NUP-570721,opened,2024-02-25 16:37,Asir Health Affairs,226690704,Out of stock
NHC-NUP-570713,opened,2024-02-25 16:36,PMAH,226680811,Out of stock
NHC-NUP-570709,opened,2024-02-25 16:36,Riyadh Second Health Cluster,226690694,Out of stock
NHC-NUP-570688,opened,2024-02-25 16:34,Asir Health Affairs,226690630,Out of stock
NHC-NUP-570683,opened,2024-02-25 16:34,Al-Jouf Health Affairs,226680501,Out of stock
NHC-NUP-570680,opened,2024-02-25 16:34,Northern Borders Health Cluster,226680809,Out of stock
NHC-NUP-570670,opened,2024-02-25 16:33,Jazan Health Affairs,226680402,Out of stock
NHC-NUP-570669,opened,2024-02-25 16:33,Northern Borders Health Cluster,226690634,Out of stock
NHC-NUP-570668,opened,2024-02-25 16:33,Hafer AlBatin Health Affairs,226680803,Out of stock
NHC-NUP-570667,opened,2024-02-25 16:33,Tabuk Health Cluster,226680302,Out of stock
NHC-NUP-570665,opened,2024-02-25 16:33,Riyadh Third Health Cluster,226680811,Out of stock
NHC-NUP-570664,opened,2024-02-25 16:33,Jazan Health Affairs,226680300,Out of stock
NHC-NUP-570645,opened,2024-02-25 16:31,Riyadh First Health Cluster,226680811,Out of stock
NHC-NUP-570643,opened,2024-02-25 16:31,Tabuk Health Cluster,226680809,Out of stock
NHC-NUP-570641,opened,2024-02-25 16:31,Taif Health Cluster,226680372,Out of stock
NHC-NUP-570639,opened,2024-02-25 16:31,Hafer AlBatin Health Affairs,226680809,Out of stock
NHC-NUP-570636,opened,2024-02-25 16:30,Hafer AlBatin Health Affairs,226680370,Out of stock
NHC-NUP-570634,opened,2024-02-25 16:30,Jazan Health Affairs,226680386,Out of stock
NHC-NUP-570621,opened,2024-02-25 16:29,Riyadh First Health Cluster,226680503,Out of stock
NHC-NUP-570618,opened,2024-02-25 16:29,Hafer AlBatin Health Affairs,226680499,Out of stock
NHC-NUP-570608,opened,2024-02-25 16:28,Hafer AlBatin Health Affairs,226680500,Out of stock
NHC-NUP-570605,opened,2024-02-25 16:28,Najran Health Affairs,226680401,Out of stock
NHC-NUP-570601,opened,2024-02-25 16:27,Tabuk Health Cluster,226680499,Out of stock
NHC-NUP-570591,opened,2024-02-25 16:27,Riyadh Second Health Cluster,226680394,Out of stock
NHC-NUP-570580,opened,2024-02-25 16:26,Riyadh First Health Cluster,226680301,Out of stock
NHC-NUP-570569,opened,2024-02-25 16:25,Riyadh Second Health Cluster,226660842,Out of stock
NHC-NUP-570567,opened,2024-02-25 16:25,Tabuk Health Cluster,226680362,Out of stock
NHC-NUP-570566,opened,2024-02-25 16:25,Hafer AlBatin Health Affairs,226660843,Out of stock
NHC-NUP-570564,opened,2024-02-25 16:24,Tabuk Health Cluster,226670638,Out of stock
NHC-NUP-570560,opened,2024-02-25 16:24,Najran Health Affairs,226660823,Out of stock
NHC-MOH-570555,reopened,2024-02-25 16:24,Jazan Health Affairs,226660855,Out of stock
NHC-NUP-570543,opened,2024-02-25 16:23,Asir Health Affairs,226660847,Out of stock
NHC-NUP-570537,opened,2024-02-25 16:22,Tabuk Health Cluster,226660854,Out of stock
NHC-NUP-570527,opened,2024-02-25 16:21,Riyadh Third Health Cluster,226660850,Out of stock
NHC-NUP-570526,opened,2024-02-25 16:21,Madinah Health Cluster,226660843,Out of stock
NHC-NUP-570517,opened,2024-02-25 16:21,Tabuk Health Cluster,226660825,Out of stock
NHC-NUP-570516,opened,2024-02-25 16:20,Tabuk Health Cluster,226660829,Out of stock
NHC-NUP-570514,opened,2024-02-25 16:20,Tabuk Health Cluster,226660806,Out of stock
NHC-NUP-570510,opened,2024-02-25 16:20,Tabuk Health Cluster,226660827,Out of stock
NHC-NUP-570509,opened,2024-02-25 16:20,Riyadh Second Health Cluster,226660809,Out of stock
NHC-NUP-570505,opened,2024-02-25 16:20,Riyadh Second Health Cluster,226660810,Out of stock
NHC-NUP-570501,opened,2024-02-25 16:19,Riyadh Second Health Cluster,226660815,Out of stock
NHC-NUP-570500,opened,2024-02-25 16:19,Makkah Health Cluster,226660808,Out of stock
NHC-NUP-570497,opened,2024-02-25 16:19,PMAH,226660813,Out of stock
NHC-NUP-570495,opened,2024-02-25 16:19,Riyadh First Health Cluster,226660809,Out of stock
NHC-NUP-570491,opened,2024-02-25 16:18,Tabuk Health Cluster,226660823,Out of stock
NHC-NUP-570487,opened,2024-02-25 16:18,Riyadh First Health Cluster,226660805,Out of stock
NHC-NUP-570483,opened,2024-02-25 16:18,Riyadh Second Health Cluster,226660807,Out of stock
NHC-NUP-570473,opened,2024-02-25 16:17,Riyadh Third Health Cluster,226660805,Out of stock
NHC-NUP-570469,opened,2024-02-25 16:17,Hail Health Cluster,226660395,Out of stock
NHC-NUP-570464,opened,2024-02-25 16:16,Asir Health Affairs,226660344,Out of stock
NHC-NUP-570441,opened,2024-02-25 16:14,Riyadh Third Health Cluster,226660344,Out of stock
NHC-NUP-570425,opened,2024-02-25 16:13,Tabuk Health Cluster,226660264,Out of stock
NHC-NUP-570421,opened,2024-02-25 16:13,Asir Health Affairs,226660270,Out of stock
NHC-NUP-570418,opened,2024-02-25 16:12,Asir Health Affairs,226660268,Out of stock
NHC-NUP-570415,opened,2024-02-25 16:12,Madinah Health Cluster,226660258,Out of stock
NHC-NUP-570412,opened,2024-02-25 16:12,Asir Health Affairs,226660262,Out of stock
NHC-NUP-570399,opened,2024-02-25 16:11,Riyadh Third Health Cluster,226660268,Out of stock
NHC-NUP-570394,opened,2024-02-25 16:11,Asir Health Affairs,226660251,Out of stock
NHC-NUP-570380,opened,2024-02-25 16:09,Taif Health Cluster,226660262,Out of stock
NHC-NUP-570369,opened,2024-02-25 16:09,Hail Health Cluster,226660237,Out of stock
NHC-NUP-570368,opened,2024-02-25 16:08,Asir Health Affairs,226660258,Out of stock
NHC-NUP-570360,opened,2024-02-25 16:08,Asir Health Affairs,226660248,Out of stock
NHC-NUP-570355,opened,2024-02-25 16:07,Hail Health Cluster,226660227,Out of stock
NHC-NUP-570354,opened,2024-02-25 16:07,Asir Health Affairs,226660223,Out of stock
NHC-NUP-570349,opened,2024-02-25 16:07,Asir Health Affairs,226660219,Out of stock
NHC-NUP-570338,opened,2024-02-25 16:06,Asir Health Affairs,226660206,Out of stock
NHC-NUP-570336,opened,2024-02-25 16:06,Taif Health Cluster,226660232,Out of stock
NHC-NUP-570334,opened,2024-02-25 16:06,Asir Health Affairs,226660230,Out of stock
NHC-NUP-570331,opened,2024-02-25 16:05,Jazan Health Affairs,226660190,Out of stock
NHC-NUP-570321,opened,2024-02-25 16:05,Jazan Health Affairs,226660208,Out of stock
NHC-NUP-570320,opened,2024-02-25 16:05,Taif Health Cluster,226660209,Out of stock
NHC-NUP-570313,opened,2024-02-25 16:04,Asir Health Affairs,226660198,Out of stock
NHC-NUP-570311,opened,2024-02-25 16:04,Tabuk Health Cluster,226660188,Out of stock
NHC-NUP-570305,opened,2024-02-25 16:03,Riyadh First Health Cluster,226660208,Out of stock
NHC-NUP-570299,opened,2024-02-25 16:03,Taif Health Cluster,226660204,Out of stock
NHC-NUP-570298,opened,2024-02-25 16:03,Riyadh Second Health Cluster,226660209,Out of stock
NHC-NUP-570296,opened,2024-02-25 16:03,Asir Health Affairs,226660189,Out of stock
NHC-NUP-570294,opened,2024-02-25 16:02,Asir Health Affairs,226660190,Out of stock
NHC-NUP-570293,opened,2024-02-25 16:02,Makkah Health Cluster,226660208,Out of stock
NHC-NUP-570281,opened,2024-02-25 16:01,Tabuk Health Cluster,226660186,Out of stock
NHC-NUP-570280,opened,2024-02-25 16:01,Asir Health Affairs,226660191,Out of stock
NHC-NUP-570273,opened,2024-02-25 16:01,Asir Health Affairs,226660179,Out of stock
NHC-NUP-570268,opened,2024-02-25 16:00,Taif Health Cluster,226660163,Out of stock
NHC-NUP-570266,opened,2024-02-25 16:00,Asir Health Affairs,226660188,Out of stock
NHC-NUP-570253,opened,2024-02-25 15:59,Asir Health Affairs,226660147,Out of stock
NHC-NUP-570252,opened,2024-02-25 15:59,Taif Health Cluster,226660170,Out of stock
NHC-NUP-570250,opened,2024-02-25 15:59,Tabuk Health Cluster,226660173,Out of stock
NHC-NUP-570248,opened,2024-02-25 15:59,Tabuk Health Cluster,226660127,Out of stock
NHC-NUP-570241,opened,2024-02-25 15:58,Asir Health Affairs,226660185,Out of stock
NHC-NUP-570238,opened,2024-02-25 15:58,Tabuk Health Cluster,226660139,Out of stock
NHC-NUP-570232,opened,2024-02-25 15:57,Asir Health Affairs,226660126,Out of stock
NHC-NUP-570230,opened,2024-02-25 15:57,Jazan Health Affairs,226660126,Out of stock
NHC-NUP-570228,opened,2024-02-25 15:57,PMAH,226660111,Out of stock
NHC-NUP-570226,opened,2024-02-25 15:57,Riyadh First Health Cluster,226660156,Out of stock
NHC-NUP-570224,opened,2024-02-25 15:57,Tabuk Health Cluster,226660115,Out of stock
NHC-NUP-570221,opened,2024-02-25 15:57,PMAH,226660113,Out of stock
NHC-NUP-570218,opened,2024-02-25 15:56,Riyadh Third Health Cluster,226660147,Out of stock
NHC-NUP-570214,opened,2024-02-25 15:56,Hail Health Cluster,226660129,Out of stock
NHC-NUP-570209,opened,2024-02-25 15:56,Tabuk Health Cluster,226660074,Out of stock
NHC-NUP-570207,opened,2024-02-25 15:55,Hail Health Cluster,226660138,Out of stock
NHC-NUP-570206,opened,2024-02-25 15:55,Najran Health Affairs,226660104,Out of stock
NHC-NUP-570205,opened,2024-02-25 15:55,Makkah Health Cluster,226660098,Out of stock
NHC-NUP-570197,opened,2024-02-25 15:55,Riyadh First Health Cluster,226660111,Out of stock
NHC-NUP-570189,opened,2024-02-25 15:54,Najran Health Affairs,226660106,Out of stock
NHC-NUP-570186,opened,2024-02-25 15:54,Tabuk Health Cluster,226660072,Out of stock
NHC-NUP-570185,opened,2024-02-25 15:54,Najran Health Affairs,226660098,Out of stock
NHC-NUP-570172,opened,2024-02-25 15:53,Baha Health Affairs,226660074,Out of stock
NHC-NUP-570163,opened,2024-02-25 15:52,Madinah Health Cluster,226660036,Out of stock
NHC-NUP-570146,opened,2024-02-25 15:50,Najran Health Affairs,226660041,Out of stock
NHC-NUP-570142,opened,2024-02-25 15:50,Taif Health Cluster,226660040,Out of stock
NHC-NUP-570139,opened,2024-02-25 15:50,Najran Health Affairs,226660040,Out of stock
NHC-NUP-570138,opened,2024-02-25 15:50,Taif Health Cluster,226660034,Out of stock
NHC-NUP-570136,opened,2024-02-25 15:50,Taif Health Cluster,226660039,Out of stock
NHC-NUP-570133,opened,2024-02-25 15:49,Najran Health Affairs,226660036,Out of stock
NHC-NUP-570131,opened,2024-02-25 15:49,Najran Health Affairs,226660008,Out of stock
NHC-NUP-570128,opened,2024-02-25 15:49,Madinah Health Cluster,226660038,Out of stock
NHC-NUP-570123,opened,2024-02-25 15:49,Makkah Health Cluster,226660020,Out of stock
NHC-NUP-570122,opened,2024-02-25 15:48,Najran Health Affairs,226660039,Out of stock
NHC-NUP-570118,opened,2024-02-25 15:48,Taif Health Cluster,226650788,Out of stock
NHC-NUP-570113,opened,2024-02-25 15:48,Taif Health Cluster,226650783,Out of stock
NHC-NUP-570112,reopened,2024-02-25 15:48,Najran Health Affairs,226660018,Out of stock
NHC-NUP-570107,opened,2024-02-25 15:47,Najran Health Affairs,226650786,Out of stock
NHC-NUP-570098,opened,2024-02-25 15:47,Taif Health Cluster,226650782,Out of stock
NHC-NUP-570094,opened,2024-02-25 15:46,Makkah Health Cluster,226660018,Out of stock
NHC-NUP-570092,opened,2024-02-25 15:46,Taif Health Cluster,226650784,Out of stock
NHC-NUP-570089,opened,2024-02-25 15:46,Tabuk Health Cluster,226650770,Out of stock
NHC-NUP-570087,opened,2024-02-25 15:46,Taif Health Cluster,226650777,Out of stock
NHC-NUP-570086,opened,2024-02-25 15:46,Najran Health Affairs,226650788,Out of stock
